ticker,timestamp,price,volume
NVDA,2024-01-02 09:30:00-05:00,47.66699981689453,14594455
NVDA,2024-01-02 10:30:00-05:00,48.11602020263672,5739769
NVDA,2024-01-02 11:30:00-05:00,48.10852813720703,4327283
NVDA,2024-01-02 12:30:00-05:00,48.185997009277344,4118649
NVDA,2024-01-02 13:30:00-05:00,48.1879997253418,2905160
NVDA,2024-01-02 14:30:00-05:00,47.88399887084961,3329151
NVDA,2024-01-02 15:30:00-05:00,48.185001373291016,3450485
NVDA,2024-01-03 09:30:00-05:00,47.49448776245117,10998649
NVDA,2024-01-03 10:30:00-05:00,47.751502990722656,4999551
NVDA,2024-01-03 11:30:00-05:00,47.773990631103516,2389099
NVDA,2024-01-03 12:30:00-05:00,47.62432861328125,2458234
NVDA,2024-01-03 13:30:00-05:00,47.69300079345703,3068400
NVDA,2024-01-03 14:30:00-05:00,47.652000427246094,2466427
NVDA,2024-01-03 15:30:00-05:00,47.56999969482422,2855411
NVDA,2024-01-04 09:30:00-05:00,47.95499801635742,8061891
NVDA,2024-01-04 10:30:00-05:00,48.305660247802734,5778816
NVDA,2024-01-04 11:30:00-05:00,48.26900100708008,4061918
NVDA,2024-01-04 12:30:00-05:00,48.279998779296875,2479489
NVDA,2024-01-04 13:30:00-05:00,48.14400100708008,2472828
NVDA,2024-01-04 14:30:00-05:00,48.19586944580078,2671030
NVDA,2024-01-04 15:30:00-05:00,47.99399948120117,2878447
NVDA,2024-01-05 09:30:00-05:00,48.95199966430664,10170620
NVDA,2024-01-05 10:30:00-05:00,49.38750076293945,8336264
NVDA,2024-01-05 11:30:00-05:00,49.04125213623047,5043687
NVDA,2024-01-05 12:30:00-05:00,49.15599822998047,4164076
NVDA,2024-01-05 13:30:00-05:00,49.209938049316406,3000157
NVDA,2024-01-05 14:30:00-05:00,48.868499755859375,4554575
NVDA,2024-01-05 15:30:00-05:00,49.09000015258789,3473997
NVDA,2024-01-08 09:30:00-05:00,51.32600021362305,22741308
NVDA,2024-01-08 10:30:00-05:00,51.28200149536133,8335157
NVDA,2024-01-08 11:30:00-05:00,51.18626022338867,6400994
NVDA,2024-01-08 12:30:00-05:00,51.512001037597656,4393512
NVDA,2024-01-08 13:30:00-05:00,51.7400016784668,5907820
NVDA,2024-01-08 14:30:00-05:00,51.8703498840332,6023125
NVDA,2024-01-08 15:30:00-05:00,52.25499725341797,5924981
NVDA,2024-01-09 09:30:00-05:00,52.4736328125,19204795
NVDA,2024-01-09 10:30:00-05:00,52.8599967956543,9961725
NVDA,2024-01-09 11:30:00-05:00,53.42158126831055,10634586
NVDA,2024-01-09 12:30:00-05:00,53.87080001831055,9841087
NVDA,2024-01-09 13:30:00-05:00,53.974998474121094,8988418
NVDA,2024-01-09 14:30:00-05:00,53.5584716796875,8243584
NVDA,2024-01-09 15:30:00-05:00,53.13100051879883,7265096
NVDA,2024-01-10 09:30:00-05:00,54.14899444580078,18112031
NVDA,2024-01-10 10:30:00-05:00,54.31049728393555,9110179
NVDA,2024-01-10 11:30:00-05:00,54.19199752807617,5140692
